"","point","mean","low","high","time"
"var1","model predict (95% CI)",578.297804410183,532.761761865555,628.05338972167,1992
"var2","model predict (95% CI)",586.80922142405,539.033037377718,632.921398173213,1993
"var3","model predict (95% CI)",226.914946209411,197.335849407858,256.504971256292,1994
"var4","model predict (95% CI)",229.652983792962,202.653983491122,258.807791400483,1995
"var5","model predict (95% CI)",252.166757431918,223.803097188152,285.173111026349,1996
"var6","model predict (95% CI)",163.652964894305,139.675964469869,188.767958451355,1997
"var7","model predict (95% CI)",84.2958732165257,66.4277555128784,103.507255867153,1998
"var8","model predict (95% CI)",167.504210892789,143.489511394757,191.370413806123,1999
"var9","model predict (95% CI)",114.469687377894,95.656252216972,136.857647047155,2000
"var10","model predict (95% CI)",129.513218509188,107.495751989526,153.744808141121,2001
"var11","model predict (95% CI)",196.78632073441,168.292108344729,224.177996337505,2002
"var12","model predict (95% CI)",226.231125356495,200.334659044315,254.397165783814,2003
"var13","model predict (95% CI)",122.595237745529,100.855388662373,145.039077494622,2004
"var14","model predict (95% CI)",159.970495581925,136.780694818075,186.672911577729,2005
"var15","model predict (95% CI)",179.044766192174,154.458245999398,203.299398503165,2006
"X1992","data",577,577,577,1992
"X1993","data",584,584,584,1993
"X1994","data",223,223,223,1994
"X1995","data",227,227,227,1995
"X1996","data",253,253,253,1996
"X1997","data",161,161,161,1997
"X1998","data",81,81,81,1998
"X1999","data",167,167,167,1999
"X2000","data",112,112,112,2000
"X2001","data",126,126,126,2001
"X2002","data",194,194,194,2002
"X2003","data",228,228,228,2003
"X2004","data",119,119,119,2004
"X2005","data",157,157,157,2005
"X2006","data",180,180,180,2006
