"","point","mean","low","high","time"
"1","model predict (95% CI)",0.493073567336953,0.151349660502221,0.969175908203808,1993
"2","model predict (95% CI)",0.185807311666255,0.0665385197158607,0.450303081330241,1994
"3","model predict (95% CI)",0.464306650467383,0.192236896822825,0.954844634516264,1995
"4","model predict (95% CI)",0.58405132322072,0.225049121186088,0.976257765537959,1996
"5","model predict (95% CI)",0.56550589881081,0.23909223796102,0.975984093968299,1997
"6","model predict (95% CI)",0.825901799141805,0.467309162317761,0.992425914471771,1998
"7","model predict (95% CI)",0.571908752975837,0.18808195222619,0.981806810750747,1999
"8","model predict (95% CI)",0.836657887036014,0.486645174213457,0.99465202513632,2000
"9","model predict (95% CI)",0.575325149442316,0.160163942914481,0.979556970125779,2001
"10","model predict (95% CI)",0.902128748653807,0.655724145027678,0.995711659360045,2002
"11","model predict (95% CI)",0.889179561973281,0.628903281120631,0.995985449439884,2003
"12","model predict (95% CI)",0.756729570279029,0.381773633465906,0.990302971312111,2004
"13","model predict (95% CI)",0.905938287916382,0.668319370386938,0.995974829938735,2005
"14","model predict (95% CI)",0.911821739204444,0.690432833784424,0.99646032832458,2006
