"","point","mean","low","high","time"
"1","model predict (95% CI)",579.312588956605,533.108184042641,629.228937260487,1992
"2","model predict (95% CI)",587.144524278169,540.93900756684,634.098891089333,1993
"3","model predict (95% CI)",226.622374055885,199.038517448257,258.211609538433,1994
"4","model predict (95% CI)",229.755266698358,200.718084623295,261.395423474812,1995
"5","model predict (95% CI)",254.543726947022,224.496356882964,285.810170497681,1996
"6","model predict (95% CI)",162.996567662998,138.547704142241,188.501634616606,1997
"7","model predict (95% CI)",84.0765602061531,67.2208643774954,103.152167609065,1998
"8","model predict (95% CI)",167.166898124569,144.427117331665,193.67646135182,1999
"9","model predict (95% CI)",114.759218669265,95.07867724165,137.334943752601,2000
"10","model predict (95% CI)",128.517522777366,107.155565949139,152.687654744937,2001
"11","model predict (95% CI)",196.285558115617,170.859053196475,223.879869185001,2002
"12","model predict (95% CI)",228.035674051409,200.885126545708,256.413240611719,2003
"13","model predict (95% CI)",121.882192123028,101.068511017978,144.433142011525,2004
"14","model predict (95% CI)",159.579526361152,135.828418130903,186.381117407232,2005
"15","model predict (95% CI)",179.333338753018,153.49760200887,206.354779086041,2006
"X1992","data",577,577,577,1992
"X1993","data",584,584,584,1993
"X1994","data",223,223,223,1994
"X1995","data",227,227,227,1995
"X1996","data",253,253,253,1996
"X1997","data",161,161,161,1997
"X1998","data",81,81,81,1998
"X1999","data",167,167,167,1999
"X2000","data",112,112,112,2000
"X2001","data",126,126,126,2001
"X2002","data",194,194,194,2002
"X2003","data",228,228,228,2003
"X2004","data",119,119,119,2004
"X2005","data",157,157,157,2005
"X2006","data",180,180,180,2006
