"","point","mean","low","high","time"
"1","model predict (95% CI)",17.5068951635134,10.2055484071533,26.4311185280383,1993
"2","model predict (95% CI)",12.9317002529185,6.89063279932271,20.9126523331198,1994
"3","model predict (95% CI)",71.0821859864328,54.7154395988486,88.4263086054551,1995
"4","model predict (95% CI)",35.9424685147681,25.8963585114421,47.2874639583047,1996
"5","model predict (95% CI)",35.2419817858165,25.1101082573477,47.4106814010272,1997
"6","model predict (95% CI)",20.8941818124648,13.5105698710654,29.9063029645202,1998
"7","model predict (95% CI)",10.6486230158683,5.78792214820848,17.2716593904411,1999
"8","model predict (95% CI)",17.536286513893,11.0022954630184,25.7604732497026,2000
"9","model predict (95% CI)",5.33102402002997,1.94023179256997,9.91221080240256,2001
"10","model predict (95% CI)",32.8576658891376,23.5326805342152,43.8658946896475,2002
"11","model predict (95% CI)",43.6692247752866,32.2866539705472,57.3296310619676,2003
"12","model predict (95% CI)",23.3103165379385,15.8064084260489,32.5266318765272,2004
"13","model predict (95% CI)",43.1363243870809,32.3861390663165,55.4265446040226,2005
"14","model predict (95% CI)",40.1889506048148,30.4167959502618,51.786206517135,2006
"X1993","data",15,15,15,1993
"X1994","data",10,10,10,1994
"X1995","data",68,68,68,1995
"X1996","data",35,35,35,1996
"X1997","data",34,34,34,1997
"X1998","data",20,20,20,1998
"X1999","data",10,10,10,1999
"X2000","data",18,18,18,2000
"X2001","data",3,3,3,2001
"X2002","data",35,35,35,2002
"X2003","data",47,47,47,2003
"X2004","data",23,23,23,2004
"X2005","data",47,47,47,2005
"X2006","data",44,44,44,2006
