"","point","mean","low","high","time"
"1","model predict (95% CI)",1.95151505173467,0.508163593097714,5.28115221389886,1993
"2","model predict (95% CI)",2.31190450660608,0.610865630723602,6.99031441459097,1994
"3","model predict (95% CI)",2.01042617610751,0.535648276912699,5.7843463712585,1995
"4","model predict (95% CI)",2.17795817255969,0.506470200186304,6.05378826857018,1996
"5","model predict (95% CI)",2.09280406094681,0.483045958489025,5.50634218686246,1997
"6","model predict (95% CI)",2.46154614482211,0.55561740306419,7.32047534563284,1998
"7","model predict (95% CI)",2.11488842561869,0.492173851816908,6.07845078739,1999
"8","model predict (95% CI)",2.48488759552798,0.586420966728789,8.2654266705942,2000
"9","model predict (95% CI)",2.29542842898958,0.578940130810057,7.47770882159462,2001
"10","model predict (95% CI)",2.29380768144232,0.525852338124126,6.7096527341785,2002
"11","model predict (95% CI)",2.27901926549043,0.491128268719549,6.19954177002399,2003
"12","model predict (95% CI)",2.38399882991544,0.589937633912463,6.54803376972405,2004
"13","model predict (95% CI)",2.06482605592074,0.570355566711556,5.50575563628777,2005
"14","model predict (95% CI)",2.54590998602344,0.709131629694145,7.58365092894844,2006
