"","point","mean","low","high","time"
"1","model predict (95% CI)",1.59781416130093,0.64856555152509,2.76785721773248,1993
"2","model predict (95% CI)",1.45192905874008,0.561142734606399,2.38468523706699,1994
"3","model predict (95% CI)",1.47708166590053,0.591303475704667,2.60092194363311,1995
"4","model predict (95% CI)",1.90094041070335,0.726899591745395,3.81060413884781,1996
"5","model predict (95% CI)",2.0952483074198,0.837776855367949,4.59120998214984,1997
"6","model predict (95% CI)",2.09669648144495,0.881872836286788,4.1816432806417,1998
"7","model predict (95% CI)",2.07878267320182,0.887762381121718,4.38791336620575,1999
"8","model predict (95% CI)",2.06673350523381,0.877874709715665,4.01629160442911,2000
"9","model predict (95% CI)",1.93471480664934,0.756906931034569,3.99729272973017,2001
"10","model predict (95% CI)",2.16266574867302,0.894147510833873,4.41112816615674,2002
"11","model predict (95% CI)",1.99954279896807,0.835674734636069,4.03397073953907,2003
"12","model predict (95% CI)",2.22020547360508,0.933390014904645,4.81242007592813,2004
"13","model predict (95% CI)",2.11266535201597,0.834198671588745,4.6150635369624,2005
"14","model predict (95% CI)",2.40081275676648,0.966267848786703,5.15458931112531,2006
